house,category,constituency,district,state,representative,role,username,password
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Karnataka,Karnataka,Shri Mansoor Ali Khan,Member of Parliament,rs_shri_mansoor_ali_khan,RS@ShriMansoorA2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Karnataka,Karnataka,Shri Narayanasa K. Bhandage,Member of Parliament,rs_shri_narayanasa_k_bhandage,RS@ShriNarayana2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Karnataka,Karnataka,Shri Pawan Khera,Member of Parliament,rs_shri_pawan_khera,RS@ShriPawanKhe2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Karnataka,Karnataka,Smt. Nirmala Sitharaman,Member of Parliament,rs_smt_nirmala_sitharaman,RS@SmtNirmalaSi2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Nominated Rajya Sabha,Karnataka,Karnataka,Smt. Sudha Murty,Member of Parliament,rs_smt_sudha_murty,RS@SmtSudhaMurt2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Kerala,Kerala,Dr. John Brittas,Member of Parliament,rs_dr_john_brittas,RS@DrJohnBritta2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Kerala,Kerala,Dr. V. Sivadasan,Member of Parliament,rs_dr_v_sivadasan,RS@DrVSivadasan2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Kerala,Kerala,Shri A. A. Rahim,Member of Parliament,rs_shri_a_a_rahim,RS@ShriAARahim2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Kerala,Kerala,Shri Abdul Wahab,Member of Parliament,rs_shri_abdul_wahab,RS@ShriAbdulWah2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Nominated Rajya Sabha,Kerala,Kerala,Shri C. Sadanandan Master,Member of Parliament,rs_shri_c_sadanandan_master,RS@ShriCSadanan2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Kerala,Kerala,Shri Haris Beeran,Member of Parliament,rs_shri_haris_beeran,RS@ShriHarisBee2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Kerala,Kerala,Shri Jose K. Mani,Member of Parliament,rs_shri_jose_k_mani,RS@ShriJoseKMan2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Kerala,Kerala,Shri P. P. Suneer,Member of Parliament,rs_shri_p_p_suneer,RS@ShriPPSuneer2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Kerala,Kerala,Shri Sandosh Kumar P,Member of Parliament,rs_shri_sandosh_kumar_p,RS@ShriSandoshK2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Kerala,Kerala,Smt. Jebi Mather Hisham,Member of Parliament,rs_smt_jebi_mather_hisham,RS@SmtJebiMathe2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Nominated Rajya Sabha,Kerala,Kerala,Smt. P. T. Usha,Member of Parliament,rs_smt_p_t_usha,RS@SmtPTUsha2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Madhya Pradesh,Madhya Pradesh,Dr. Kavita Patidar,Member of Parliament,rs_dr_kavita_patidar,RS@DrKavitaPati2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Madhya Pradesh,Madhya Pradesh,Dr. L. Murugan,Member of Parliament,rs_dr_l_murugan,RS@DrLMurugan2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Madhya Pradesh,Madhya Pradesh,Shri Ashok Singh,Member of Parliament,rs_shri_ashok_singh,RS@ShriAshokSin2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Madhya Pradesh,Madhya Pradesh,Shri Balyogi Umeshnath,Member of Parliament,rs_shri_balyogi_umeshnath,RS@ShriBalyogiU2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Madhya Pradesh,Madhya Pradesh,Shri Banshilal Gurjar,Member of Parliament,rs_shri_banshilal_gurjar,RS@ShriBanshila2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Madhya Pradesh,Madhya Pradesh,Shri Mahesh Kewat,Member of Parliament,rs_shri_mahesh_kewat,RS@ShriMaheshKe2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Madhya Pradesh,Madhya Pradesh,Shri Rajneesh Kumar Agrawal,Member of Parliament,rs_shri_rajneesh_kumar_agrawal,RS@ShriRajneesh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Madhya Pradesh,Madhya Pradesh,Shri Tarun Chugh,Member of Parliament,rs_shri_tarun_chugh,RS@ShriTarunChu2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Madhya Pradesh,Madhya Pradesh,Shri Vivek K. Tankha,Member of Parliament,rs_shri_vivek_k_tankha,RS@ShriVivekKTa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Madhya Pradesh,Madhya Pradesh,Smt. Maya Naroliya,Member of Parliament,rs_smt_maya_naroliya,RS@SmtMayaNarol2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Madhya Pradesh,Madhya Pradesh,Smt. Sumitra Balmik,Member of Parliament,rs_smt_sumitra_balmik,RS@SmtSumitraBa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Dr. Ajeet Madhavrao Gopchade,Member of Parliament,rs_dr_ajeet_madhavrao_gopchade,RS@DrAjeetMadha2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Dr. Anil Sukhdeorao Bonde,Member of Parliament,rs_dr_anil_sukhdeorao_bonde,RS@DrAnilSukhde2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Dr. Jyoti Nagnath Waghmare,Member of Parliament,rs_dr_jyoti_nagnath_waghmare,RS@DrJyotiNagna2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Dr. Medha Vishram Kulkarni,Member of Parliament,rs_dr_medha_vishram_kulkarni,RS@DrMedhaVishr2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Shri Ashokrao Shankarrao Chavan,Member of Parliament,rs_shri_ashokrao_shankarrao_chavan,RS@ShriAshokrao2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Shri Chandrakant Damodar Handore,Member of Parliament,rs_shri_chandrakant_damodar_handore,RS@ShriChandrak2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Shri Dhananjay Bhimrao Mahadik,Member of Parliament,rs_shri_dhananjay_bhimrao_mahadik,RS@ShriDhananja2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Shri Imran Pratapgarhi,Member of Parliament,rs_shri_imran_pratapgarhi,RS@ShriImranPra2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Shri Milind Murli Deora,Member of Parliament,rs_shri_milind_murli_deora,RS@ShriMilindMu2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Shri Nitin Laxmanrao Jadhav Patil,Member of Parliament,rs_shri_nitin_laxmanrao_jadhav_patil,RS@ShriNitinLax2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Shri Parth Ajit Pawar,Member of Parliament,rs_shri_parth_ajit_pawar,RS@ShriParthAji2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Shri Praful Patel,Member of Parliament,rs_shri_praful_patel,RS@ShriPrafulPa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Shri Ramdas Bandu Athawale,Member of Parliament,rs_shri_ramdas_bandu_athawale,RS@ShriRamdasBa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Shri Ramrao Sakharam Wadkute,Member of Parliament,rs_shri_ramrao_sakharam_wadkute,RS@ShriRamraoSa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Shri Sanjay Raut,Member of Parliament,rs_shri_sanjay_raut,RS@ShriSanjayRa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Nominated Rajya Sabha,Maharashtra,Maharashtra,Shri Ujjwal Deorao Nikam,Member of Parliament,rs_shri_ujjwal_deorao_nikam,RS@ShriUjjwalDe2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Shri Vinod Shridhar Tawde,Member of Parliament,rs_shri_vinod_shridhar_tawde,RS@ShriVinodShr2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Maharashtra,Maharashtra,Smt. Maya Chintaman Ivnate,Member of Parliament,rs_smt_maya_chintaman_ivnate,RS@SmtMayaChint2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Manipur,Manipur,Smt. Adhikarimayum Sharda Devi,Member of Parliament,rs_smt_adhikarimayum_sharda_devi,RS@SmtAdhikarim2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Meghalaya,Meghalaya,Shri James Pangsang Kongkal Sangma,Member of Parliament,rs_shri_james_pangsang_kongkal_sangma,RS@ShriJamesPan2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Mizoram,Mizoram,Shri Khiangte Laltluangkima,Member of Parliament,rs_shri_khiangte_laltluangkima,RS@ShriKhiangte2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Nagaland,Nagaland,Smt. S. Phangnon Konyak,Member of Parliament,rs_smt_s_phangnon_konyak,RS@SmtSPhangnon2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Odisha,Odisha,Dr. Santrupt Misra,Member of Parliament,rs_dr_santrupt_misra,RS@DrSantruptMi2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Odisha,Odisha,Dr. Sasmit Patra,Member of Parliament,rs_dr_sasmit_patra,RS@DrSasmitPatr2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Odisha,Odisha,Shri Ashwini Vaishnaw,Member of Parliament,rs_shri_ashwini_vaishnaw,RS@ShriAshwiniV2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Odisha,Odisha,Shri Debashish Samantaray,Member of Parliament,rs_shri_debashish_samantaray,RS@ShriDebashis2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Odisha,Odisha,Shri Dilip Kumar Ray,Member of Parliament,rs_shri_dilip_kumar_ray,RS@ShriDilipKum2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Odisha,Odisha,Shri Manas Ranjan Mangaraj,Member of Parliament,rs_shri_manas_ranjan_mangaraj,RS@ShriManasRan2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Odisha,Odisha,Shri Manmohan Samal,Member of Parliament,rs_shri_manmohan_samal,RS@ShriManmohan2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Odisha,Odisha,Shri Subhasish Khuntia,Member of Parliament,rs_shri_subhasish_khuntia,RS@ShriSubhasis2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Odisha,Odisha,Shri Sujeet Kumar,Member of Parliament,rs_shri_sujeet_kumar,RS@ShriSujeetKu2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Odisha,Odisha,Smt. Sulata Deo,Member of Parliament,rs_smt_sulata_deo,RS@SmtSulataDeo2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Puducherry,Puducherry,Shri S. Selvaganabathy,Member of Parliament,rs_shri_s_selvaganabathy,RS@ShriSSelvaga2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Punjab,Punjab,Dr. Ashok Kumar Mittal,Member of Parliament,rs_dr_ashok_kumar_mittal,RS@DrAshokKumar2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Punjab,Punjab,Dr. Sandeep Kumar Pathak,Member of Parliament,rs_dr_sandeep_kumar_pathak,RS@DrSandeepKum2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Punjab,Punjab,Dr. Vikramjit Singh Sahney,Member of Parliament,rs_dr_vikramjit_singh_sahney,RS@DrVikramjitS2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Punjab,Punjab,Shri Harbhajan Singh,Member of Parliament,rs_shri_harbhajan_singh,RS@ShriHarbhaja2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Punjab,Punjab,Shri Raghav Chadha,Member of Parliament,rs_shri_raghav_chadha,RS@ShriRaghavCh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Punjab,Punjab,Shri Rajinder Gupta,Member of Parliament,rs_shri_rajinder_gupta,RS@ShriRajinder2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Punjab,Punjab,Shri Sant Balbir Singh,Member of Parliament,rs_shri_sant_balbir_singh,RS@ShriSantBalb2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Rajasthan,Rajasthan,Dr. Alka Singh,Member of Parliament,rs_dr_alka_singh,RS@DrAlkaSingh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Rajasthan,Rajasthan,Dr. Satish Poonia,Member of Parliament,rs_dr_satish_poonia,RS@DrSatishPoon2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Rajasthan,Rajasthan,Shri Chunnilal Garasiya,Member of Parliament,rs_shri_chunnilal_garasiya,RS@ShriChunnila2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Rajasthan,Rajasthan,Shri Ghanshyam Tiwari,Member of Parliament,rs_shri_ghanshyam_tiwari,RS@ShriGhanshya2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Rajasthan,Rajasthan,Shri Madan Rathore,Member of Parliament,rs_shri_madan_rathore,RS@ShriMadanRat2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Rajasthan,Rajasthan,Shri Mukul Wasnik,Member of Parliament,rs_shri_mukul_wasnik,RS@ShriMukulWas2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Rajasthan,Rajasthan,Shri Neeraj Dangi,Member of Parliament,rs_shri_neeraj_dangi,RS@ShriNeerajDa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Rajasthan,Rajasthan,Shri Pramod Tiwari,Member of Parliament,rs_shri_pramod_tiwari,RS@ShriPramodTi2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Rajasthan,Rajasthan,Shri Randeep Singh Surjewala,Member of Parliament,rs_shri_randeep_singh_surjewala,RS@ShriRandeepS2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Rajasthan,Rajasthan,Smt. Sonia Gandhi,Member of Parliament,rs_smt_sonia_gandhi,RS@SmtSoniaGand2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Sikkim,Sikkim,Shri Dorjee Tshering Lepcha,Member of Parliament,rs_shri_dorjee_tshering_lepcha,RS@ShriDorjeeTs2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Dr. Anbumani Ramadoss,Member of Parliament,rs_dr_anbumani_ramadoss,RS@DrAnbumaniRa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Dr. M. Dhanapal,Member of Parliament,rs_dr_m_dhanapal,RS@DrMDhanapal2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Dr. M. Thambi Durai,Member of Parliament,rs_dr_m_thambi_durai,RS@DrMThambiDur2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri Christopher Manickam,Member of Parliament,rs_shri_christopher_manickam,RS@ShriChristop2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri Constandine Ravindran,Member of Parliament,rs_shri_constandine_ravindran,RS@ShriConstand2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri I.S. Inbadurai,Member of Parliament,rs_shri_i_s_inbadurai,RS@ShriISInbadu2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Nominated Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri Ilaiyaraaja,Member of Parliament,rs_shri_ilaiyaraaja,RS@ShriIlaiyara2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri K.R.N. Rajeshkumar,Member of Parliament,rs_shri_k_r_n_rajeshkumar,RS@ShriKRNRajes2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri Kamal Haasan,Member of Parliament,rs_shri_kamal_haasan,RS@ShriKamalHaa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri L. K. Sudhish,Member of Parliament,rs_shri_l_k_sudhish,RS@ShriLKSudhis2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri P. Chidambaram,Member of Parliament,rs_shri_p_chidambaram,RS@ShriPChidamb2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri P. Wilson,Member of Parliament,rs_shri_p_wilson,RS@ShriPWilson2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri Praveen Chakravarthy,Member of Parliament,rs_shri_praveen_chakravarthy,RS@ShriPraveenC2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri R. Dharmar,Member of Parliament,rs_shri_r_dharmar,RS@ShriRDharmar2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri R. Girirajan,Member of Parliament,rs_shri_r_girirajan,RS@ShriRGiriraj2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri S. Kalyanasundaram,Member of Parliament,rs_shri_s_kalyanasundaram,RS@ShriSKalyana2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri S.R. Sivalingam,Member of Parliament,rs_shri_s_r_sivalingam,RS@ShriSRSivali2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Shri Tiruchi Siva,Member of Parliament,rs_shri_tiruchi_siva,RS@ShriTiruchiS2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tamil Nadu,Tamil Nadu,Smt. Rajathi,Member of Parliament,rs_smt_rajathi,RS@SmtRajathi2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Telangana,Telangana,Dr. Abhishek Manu Singhvi,Member of Parliament,rs_dr_abhishek_manu_singhvi,RS@DrAbhishekMa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Telangana,Telangana,Shri Anil Kumar Yadav Mandadi,Member of Parliament,rs_shri_anil_kumar_yadav_mandadi,RS@ShriAnilKuma2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Telangana,Telangana,Shri B. Parthasaradhi Reddy,Member of Parliament,rs_shri_b_parthasaradhi_reddy,RS@ShriBParthas2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Telangana,Telangana,Shri Damodar Rao Divakonda,Member of Parliament,rs_shri_damodar_rao_divakonda,RS@ShriDamodarR2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Telangana,Telangana,Shri Ravi Chandra Vaddiraju,Member of Parliament,rs_shri_ravi_chandra_vaddiraju,RS@ShriRaviChan2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Telangana,Telangana,Smt. Renuka Chowdhury,Member of Parliament,rs_smt_renuka_chowdhury,RS@SmtRenukaCho2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Tripura,Tripura,Shri Rajib Bhattacharjee,Member of Parliament,rs_shri_rajib_bhattacharjee,RS@ShriRajibBha2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Dr. K. Laxman,Member of Parliament,rs_dr_k_laxman,RS@DrKLaxman2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Dr. Laxmikant Bajpayee,Member of Parliament,rs_dr_laxmikant_bajpayee,RS@DrLaxmikantB2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Dr. Radha Mohan Das Agrawal,Member of Parliament,rs_dr_radha_mohan_das_agrawal,RS@DrRadhaMohan2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Dr. Sangeeta Balwant,Member of Parliament,rs_dr_sangeeta_balwant,RS@DrSangeetaBa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Dr. Sudhanshu Trivedi,Member of Parliament,rs_dr_sudhanshu_trivedi,RS@DrSudhanshuT2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Prof. Ram Gopal Yadav,Member of Parliament,rs_prof_ram_gopal_yadav,RS@ProfRamGopal2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri Amar Pal Maurya,Member of Parliament,rs_shri_amar_pal_maurya,RS@ShriAmarPalM2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri Arun Singh,Member of Parliament,rs_shri_arun_singh,RS@ShriArunSing2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri B.L. Verma,Member of Parliament,rs_shri_b_l_verma,RS@ShriBLVerma2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri Baburam Nishad,Member of Parliament,rs_shri_baburam_nishad,RS@ShriBaburamN2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri Brij Lal,Member of Parliament,rs_shri_brij_lal,RS@ShriBrijLal2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri Hardeep Singh Puri,Member of Parliament,rs_shri_hardeep_singh_puri,RS@ShriHardeepS2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri Javed Ali Khan,Member of Parliament,rs_shri_javed_ali_khan,RS@ShriJavedAli2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri Jayant Chaudhary,Member of Parliament,rs_shri_jayant_chaudhary,RS@ShriJayantCh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri Kapil Sibal,Member of Parliament,rs_shri_kapil_sibal,RS@ShriKapilSib2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri Mithlesh Kumar,Member of Parliament,rs_shri_mithlesh_kumar,RS@ShriMithlesh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri Naveen Jain,Member of Parliament,rs_shri_naveen_jain,RS@ShriNaveenJa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri Neeraj Shekhar,Member of Parliament,rs_shri_neeraj_shekhar,RS@ShriNeerajSh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri Ramji,Member of Parliament,rs_shri_ramji,RS@ShriRamji2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri Ramji Lal Suman,Member of Parliament,rs_shri_ramji_lal_suman,RS@ShriRamjiLal2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Uttar Pradesh,Uttar Pradesh,Shri Ratanjit Pratap Narain Singh,Member of Parliament,rs_shri_ratanjit_pratap_narain_singh,RS@ShriRatanjit2026!
